year,msa_code,sector,estabs_entry,estabs_exit,net_openings,job_creation,job_destruction,job_net,firms,growth_rate,closure_rate
1978,13260,44-45,32.0,25.0,7.0,390,159,231,183,1.2622950819672132,0.78125
1978,13300,44-45,10.0,14.0,-4.0,212,65,147,110,1.3363636363636364,1.4
1978,13340,44-45,21.0,14.0,7.0,249,214,35,180,0.19444444444444445,0.6666666666666666
1978,13380,44-45,88.0,60.0,28.0,964,476,488,509,0.9587426326129665,0.6818181818181818
1978,13420,44-45,26.0,10.0,16.0,418,113,305,162,1.882716049382716,0.38461538461538464
1978,13460,44-45,85.0,62.0,23.0,1128,646,482,446,1.0807174887892377,0.7294117647058823
1978,13540,44-45,44.0,21.0,23.0,406,198,208,261,0.7969348659003831,0.4772727272727273
1978,13660,44-45,15.0,15.0,0.0,323,92,231,140,1.65,1.0
1978,13700,44-45,35.0,24.0,11.0,352,293,59,215,0.2744186046511628,0.6857142857142857
1978,13740,44-45,90.0,88.0,2.0,1314,972,342,586,0.5836177474402731,0.9777777777777777
1978,13780,44-45,122.0,111.0,11.0,2109,1318,791,898,0.8808463251670379,0.9098360655737705
1978,13820,44-45,519.0,507.0,12.0,8207,6396,1811,3069,0.5900944933202997,0.976878612716763
1978,13860,44-45,19.0,19.0,0.0,197,141,56,136,0.4117647058823529,1.0
1978,13900,44-45,70.0,33.0,37.0,944,427,517,396,1.3055555555555556,0.4714285714285714
1978,13940,44-45,18.0,16.0,2.0,278,142,136,134,1.0149253731343284,0.8888888888888888
1978,13980,44-45,79.0,83.0,-4.0,1198,968,230,541,0.42513863216266173,1.0506329113924051
1978,14010,44-45,88.0,67.0,21.0,1536,1751,-215,486,-0.44238683127572015,0.7613636363636364
1978,14020,44-45,73.0,57.0,16.0,862,622,240,428,0.5607476635514018,0.7808219178082192
1978,14100,44-45,35.0,24.0,11.0,545,296,249,270,0.9222222222222223,0.6857142857142857
1978,14140,44-45,57.0,61.0,-4.0,928,737,191,488,0.39139344262295084,1.0701754385964912
1978,14180,44-45,34.0,48.0,-14.0,483,359,124,269,0.46096654275092935,1.411764705882353
1978,14220,44-45,19.0,23.0,-4.0,249,194,55,199,0.27638190954773867,1.2105263157894737
1978,14260,44-45,214.0,174.0,40.0,2695,2283,412,1057,0.38978240302743616,0.8130841121495327
1978,14300,44-45,16.0,16.0,0.0,233,169,64,142,0.4507042253521127,1.0
1978,14380,44-45,26.0,25.0,1.0,198,201,-3,167,-0.017964071856287425,0.9615384615384616
1978,14420,44-45,15.0,12.0,3.0,206,157,49,146,0.3356164383561644,0.8
1978,14460,44-45,1841.0,1900.0,-59.0,34291,26996,7295,13068,0.5582338536883992,1.0320478001086366
1978,14500,44-45,174.0,108.0,66.0,2048,1071,977,758,1.2889182058047493,0.6206896551724138
1978,14540,44-45,60.0,69.0,-9.0,802,696,106,492,0.21544715447154472,1.15
1978,14580,44-45,61.0,29.0,32.0,752,226,526,268,1.962686567164179,0.47540983606557374
1978,14620,44-45,27.0,21.0,6.0,302,191,111,229,0.4847161572052402,0.7777777777777778
1978,14660,44-45,58.0,45.0,13.0,528,258,270,340,0.7941176470588235,0.7758620689655172
1978,14700,44-45,23.0,18.0,5.0,147,105,42,127,0.33070866141732286,0.782608695652174
1978,14710,44-45,33.0,26.0,7.0,413,346,67,276,0.2427536231884058,0.7878787878787878
1978,14720,44-45,35.0,25.0,10.0,416,159,257,147,1.748299319727891,0.7142857142857143
1978,14740,44-45,84.0,49.0,35.0,866,555,311,513,0.6062378167641326,0.5833333333333334
1978,14780,44-45,21.0,15.0,6.0,241,119,122,145,0.8413793103448276,0.7142857142857143
1978,14820,44-45,27.0,18.0,9.0,142,104,38,114,0.3333333333333333,0.6666666666666666
1978,14860,44-45,452.0,357.0,95.0,7736,4686,3050,3485,0.8751793400286944,0.7898230088495575
1978,14940,44-45,18.0,13.0,5.0,272,105,167,150,1.1133333333333333,0.7222222222222222
1978,15020,44-45,17.0,14.0,3.0,297,143,154,150,1.0266666666666666,0.8235294117647058
1978,15060,44-45,22.0,12.0,10.0,162,67,95,110,0.8636363636363636,0.5454545454545454
1978,15100,44-45,19.0,16.0,3.0,262,170,92,127,0.7244094488188977,0.8421052631578947
1978,15180,44-45,124.0,102.0,22.0,1958,1073,885,774,1.1434108527131783,0.8225806451612904
1978,15220,44-45,26.0,16.0,10.0,239,149,90,172,0.5232558139534884,0.6153846153846154
1978,15260,44-45,68.0,52.0,16.0,893,497,396,367,1.0790190735694822,0.7647058823529411
1978,15340,44-45,23.0,29.0,-6.0,464,238,226,218,1.036697247706422,1.2608695652173914
1978,15380,44-45,546.0,618.0,-72.0,11208,9261,1947,3775,0.5157615894039735,1.1318681318681318
1978,15420,44-45,22.0,19.0,3.0,289,212,77,202,0.3811881188118812,0.8636363636363636
1978,15460,44-45,51.0,29.0,22.0,666,307,359,283,1.2685512367491165,0.5686274509803921
1978,15500,44-45,65.0,42.0,23.0,818,458,360,489,0.7361963190184049,0.6461538461538462
1978,15540,44-45,125.0,73.0,52.0,1846,897,949,737,1.287652645861601,0.584
1978,15580,44-45,29.0,16.0,13.0,307,238,69,201,0.34328358208955223,0.5517241379310345
1978,15620,44-45,27.0,22.0,5.0,306,174,132,182,0.7252747252747253,0.8148148148148148
1978,15660,44-45,33.0,19.0,14.0,202,85,117,164,0.7134146341463414,0.5757575757575758
1978,15700,44-45,15.0,18.0,-3.0,260,266,-6,136,-0.04411764705882353,1.2
1978,15740,44-45,26.0,24.0,2.0,295,162,133,166,0.8012048192771084,0.9230769230769231
1978,15780,44-45,25.0,18.0,7.0,551,154,397,217,1.8294930875576036,0.72
1978,15820,44-45,29.0,20.0,9.0,309,137,172,162,1.0617283950617284,0.6896551724137931
1978,15860,44-45,13.0,16.0,-3.0,153,82,71,113,0.6283185840707964,1.2307692307692308
1978,15900,44-45,27.0,23.0,4.0,381,167,214,212,1.009433962264151,0.8518518518518519
1978,15940,44-45,202.0,196.0,6.0,3779,2262,1517,1314,1.1544901065449011,0.9702970297029703
1978,15980,44-45,215.0,125.0,90.0,2877,1830,1047,871,1.2020665901262917,0.5813953488372093
1978,16020,44-45,63.0,57.0,6.0,912,752,160,458,0.34934497816593885,0.9047619047619048
1978,16060,44-45,39.0,34.0,5.0,710,347,363,285,1.2736842105263158,0.8717948717948718
1978,16100,44-45,32.0,38.0,-6.0,565,308,257,245,1.0489795918367346,1.1875
1978,16140,44-45,20.0,17.0,3.0,209,130,79,158,0.5,0.85
1978,16180,44-45,28.0,29.0,-1.0,364,172,192,149,1.2885906040268456,1.0357142857142858
1978,16220,44-45,59.0,27.0,32.0,1291,316,975,350,2.7857142857142856,0.4576271186440678
1978,16260,44-45,12.0,10.0,2.0,189,79,110,117,0.9401709401709402,0.8333333333333334
1978,16300,44-45,124.0,85.0,39.0,1631,1264,367,839,0.4374255065554231,0.6854838709677419
1978,16340,44-45,19.0,23.0,-4.0,175,170,5,159,0.031446540880503145,1.2105263157894737
1978,16380,44-45,21.0,23.0,-2.0,381,201,180,192,0.9375,1.0952380952380953
1978,16460,44-45,39.0,32.0,7.0,417,238,179,235,0.7617021276595745,0.8205128205128205
1978,16500,44-45,37.0,30.0,7.0,553,256,297,269,1.104089219330855,0.8108108108108109
1978,16540,44-45,62.0,54.0,8.0,809,553,256,457,0.5601750547045952,0.8709677419354839
1978,16580,44-45,109.0,82.0,27.0,1873,1408,465,798,0.5827067669172933,0.7522935779816514
1978,16620,44-45,126.0,112.0,14.0,2506,1380,1126,902,1.2483370288248337,0.8888888888888888
1978,16660,44-45,40.0,29.0,11.0,570,365,205,281,0.7295373665480427,0.725
1978,16700,44-45,294.0,192.0,102.0,3667,2107,1560,1464,1.0655737704918034,0.6530612244897959
1978,16740,44-45,771.0,622.0,149.0,10917,6570,4347,4010,1.0840399002493766,0.8067444876783398
1978,16820,44-45,80.0,59.0,21.0,1060,756,304,523,0.5812619502868068,0.7375
1978,16860,44-45,268.0,257.0,11.0,4012,2863,1149,1550,0.7412903225806452,0.9589552238805971
1978,16940,44-45,52.0,37.0,15.0,943,513,430,312,1.3782051282051282,0.7115384615384616
1978,16980,44-45,3531.0,3257.0,274.0,72993,59610,13383,20693,0.6467404436282801,0.9224015859529878
1978,17020,44-45,123.0,87.0,36.0,1585,622,963,643,1.4976671850699845,0.7073170731707317
1978,17060,44-45,29.0,26.0,3.0,488,322,166,250,0.664,0.896551724137931
1978,17140,44-45,812.0,792.0,20.0,14880,11921,2959,4981,0.5940574181891186,0.9753694581280788
1978,17220,44-45,53.0,58.0,-5.0,618,569,49,391,0.12531969309462915,1.0943396226415094
1978,17260,44-45,23.0,21.0,2.0,377,163,214,204,1.0490196078431373,0.9130434782608695
1978,17300,44-45,107.0,90.0,17.0,1369,716,653,684,0.9546783625730995,0.8411214953271028
1978,17340,44-45,48.0,28.0,20.0,328,200,128,168,0.7619047619047619,0.5833333333333334
1978,17380,44-45,27.0,35.0,-8.0,288,216,72,223,0.32286995515695066,1.2962962962962963
1978,17410,44-45,1020.0,1038.0,-18.0,25837,14236,11601,6290,1.844356120826709,1.0176470588235293
1978,17420,44-45,61.0,49.0,12.0,701,352,349,336,1.0386904761904763,0.8032786885245902
1978,17500,44-45,23.0,13.0,10.0,185,374,-189,110,-1.7181818181818183,0.5652173913043478
1978,17540,44-45,38.0,33.0,5.0,523,288,235,271,0.8671586715867159,0.868421052631579
1978,17580,44-45,48.0,50.0,-2.0,617,425,192,308,0.6233766233766234,1.0416666666666667
1978,17650,44-45,39.0,25.0,14.0,376,236,140,149,0.9395973154362416,0.6410256410256411
1978,17660,44-45,62.0,33.0,29.0,622,220,402,260,1.5461538461538462,0.532258064516129
1978,17740,44-45,31.0,19.0,12.0,286,164,122,176,0.6931818181818182,0.6129032258064516
1978,17780,44-45,77.0,57.0,20.0,1272,642,630,469,1.3432835820895523,0.7402597402597403
1978,17820,44-45,255.0,195.0,60.0,3008,1888,1120,1114,1.0053859964093357,0.7647058823529411
1978,17860,44-45,91.0,70.0,21.0,1431,631,800,573,1.3961605584642234,0.7692307692307693
1978,17900,44-45,397.0,258.0,139.0,5423,4049,1374,1756,0.7824601366742597,0.6498740554156172
1978,17980,44-45,151.0,170.0,-19.0,1931,2170,-239,1009,-0.23686818632309217,1.1258278145695364
1978,18020,44-45,38.0,27.0,11.0,638,449,189,298,0.6342281879194631,0.7105263157894737
1978,18060,44-45,54.0,52.0,2.0,698,376,322,378,0.8518518518518519,0.9629629629629629
1978,18100,44-45,25.0,15.0,10.0,347,214,133,235,0.5659574468085107,0.6
1978,18140,44-45,634.0,634.0,0.0,12432,7683,4749,3504,1.355308219178082,1.0
1978,18180,44-45,50.0,52.0,-2.0,764,619,145,419,0.3460620525059666,1.04
1978,18220,44-45,13.0,18.0,-5.0,196,170,26,118,0.22033898305084745,1.3846153846153846
1978,18260,44-45,96.0,56.0,40.0,1079,375,704,484,1.4545454545454546,0.5833333333333334
1978,18300,44-45,53.0,28.0,25.0,627,279,348,314,1.10828025477707,0.5283018867924528
1978,18340,44-45,88.0,66.0,22.0,1090,557,533,500,1.066,0.75
1978,18380,44-45,21.0,24.0,-3.0,241,333,-92,141,-0.6524822695035462,1.1428571428571428
1978,18420,44-45,35.0,27.0,8.0,448,164,284,166,1.7108433734939759,0.7714285714285715
1978,18460,44-45,19.0,8.0,11.0,272,101,171,135,1.2666666666666666,0.42105263157894735
1978,18500,44-45,53.0,41.0,12.0,725,487,238,421,0.5653206650831354,0.7735849056603774
1978,18580,44-45,213.0,197.0,16.0,3587,2028,1559,1215,1.283127572016461,0.9248826291079812
1978,18620,44-45,26.0,34.0,-8.0,363,224,139,197,0.7055837563451777,1.3076923076923077
1978,18660,44-45,25.0,33.0,-8.0,257,480,-223,191,-1.1675392670157068,1.32
1978,18700,44-45,57.0,33.0,24.0,744,284,460,270,1.7037037037037037,0.5789473684210527
1978,18740,44-45,19.0,12.0,7.0,182,139,43,159,0.27044025157232704,0.631578947368421
1978,18820,44-45,22.0,16.0,6.0,260,185,75,199,0.3768844221105528,0.7272727272727273
1978,18860,44-45,12.0,12.0,0.0,113,78,35,90,0.3888888888888889,1.0
1978,18880,44-45,120.0,102.0,18.0,1268,994,274,536,0.5111940298507462,0.85
1978,18900,44-45,24.0,19.0,5.0,258,117,141,143,0.986013986013986,0.7916666666666666
1978,18980,44-45,44.0,37.0,7.0,472,255,217,264,0.821969696969697,0.8409090909090909
1978,19060,44-45,58.0,45.0,13.0,640,448,192,436,0.44036697247706424,0.7758620689655172
1978,19100,44-45,2337.0,1717.0,620.0,36963,22950,14013,9328,1.5022512864493998,0.7347026101839966
1978,19140,44-45,78.0,66.0,12.0,747,448,299,446,0.6704035874439462,0.8461538461538461
1978,19180,44-45,41.0,59.0,-18.0,869,616,253,374,0.6764705882352942,1.4390243902439024
1978,19220,44-45,26.0,30.0,-4.0,324,202,122,196,0.6224489795918368,1.1538461538461537
1978,19260,44-45,49.0,39.0,10.0,629,866,-237,439,-0.5398633257403189,0.7959183673469388
1978,19300,44-45,91.0,54.0,37.0,781,354,427,393,1.0865139949109415,0.5934065934065934
1978,19340,44-45,219.0,185.0,34.0,3419,2496,923,1368,0.6747076023391813,0.8447488584474886
1978,19430,44-45,371.0,354.0,17.0,7218,5071,2147,1995,1.0761904761904761,0.954177897574124
1978,19460,44-45,85.0,88.0,-3.0,1046,708,338,531,0.6365348399246704,1.035294117647059
1978,19500,44-45,63.0,62.0,1.0,1209,949,260,470,0.5531914893617021,0.9841269841269841
1978,19540,44-45,16.0,19.0,-3.0,314,167,147,141,1.0425531914893618,1.1875
1978,19580,44-45,19.0,25.0,-6.0,274,194,80,201,0.39800995024875624,1.3157894736842106
1978,19620,44-45,25.0,20.0,5.0,364,170,194,155,1.2516129032258065,0.8
1978,19660,44-45,269.0,170.0,99.0,3417,1611,1806,1147,1.5745422842197037,0.6319702602230484
1978,19700,44-45,18.0,21.0,-3.0,174,165,9,86,0.10465116279069768,1.1666666666666667
1978,19740,44-45,1041.0,813.0,228.0,17289,10847,6442,4365,1.4758304696449027,0.7809798270893372
1978,19760,44-45,24.0,11.0,13.0,357,121,236,132,1.7878787878787878,0.4583333333333333
1978,19780,44-45,309.0,237.0,72.0,4847,3225,1622,1676,0.9677804295942721,0.7669902912621359
1978,19810,44-45,16.0,11.0,5.0,414,91,323,141,2.2907801418439715,0.6875
1978,19820,44-45,2092.0,1962.0,130.0,41643,25730,15913,10697,1.4876133495372534,0.9378585086042065
1978,19860,44-45,24.0,13.0,11.0,285,108,177,161,1.0993788819875776,0.5416666666666666
1978,19940,44-45,17.0,20.0,-3.0,450,197,253,172,1.4709302325581395,1.1764705882352942
1978,19980,44-45,19.0,18.0,1.0,238,219,19,189,0.10052910052910052,0.9473684210526315
1978,20020,44-45,101.0,90.0,11.0,1101,703,398,623,0.6388443017656501,0.8910891089108911
1978,20060,44-45,22.0,24.0,-2.0,189,226,-37,176,-0.21022727272727273,1.0909090909090908
1978,20100,44-45,64.0,48.0,16.0,1439,699,740,463,1.5982721382289418,0.75
1978,20140,44-45,30.0,26.0,4.0,275,180,95,217,0.4377880184331797,0.8666666666666667
1978,20180,44-45,34.0,41.0,-7.0,641,399,242,327,0.7400611620795107,1.2058823529411764
1978,20220,44-45,61.0,45.0,16.0,788,504,284,430,0.6604651162790698,0.7377049180327869
1978,20260,44-45,172.0,153.0,19.0,2491,2069,422,1186,0.35581787521079256,0.8895348837209303
1978,20300,44-45,18.0,24.0,-6.0,210,172,38,98,0.3877551020408163,1.3333333333333333
1978,20340,44-45,29.0,34.0,-5.0,392,276,116,232,0.5,1.1724137931034482
1978,20420,44-45,41.0,17.0,24.0,343,523,-180,201,-0.8955223880597015,0.4146341463414634
1978,20460,44-45,15.0,23.0,-8.0,160,217,-57,126,-0.4523809523809524,1.5333333333333334
1978,20500,44-45,187.0,144.0,43.0,2322,1560,762,1124,0.6779359430604982,0.7700534759358288
1978,20540,44-45,31.0,30.0,1.0,428,222,206,207,0.9951690821256038,0.967741935483871
1978,20580,44-45,15.0,17.0,-2.0,271,250,21,124,0.1693548387096774,1.1333333333333333
1978,20660,44-45,31.0,20.0,11.0,347,297,50,201,0.24875621890547264,0.6451612903225806
1978,20700,44-45,48.0,41.0,7.0,747,442,305,359,0.8495821727019499,0.8541666666666666
1978,20740,44-45,85.0,62.0,23.0,1162,800,362,519,0.697495183044316,0.7294117647058823
1978,20780,44-45,42.0,21.0,21.0,314,188,126,152,0.8289473684210527,0.5
1978,20820,44-45,36.0,16.0,20.0,549,305,244,243,1.0041152263374487,0.4444444444444444
1978,20900,44-45,25.0,21.0,4.0,339,251,88,225,0.39111111111111113,0.84
1978,20940,44-45,51.0,55.0,-4.0,824,626,198,377,0.5251989389920424,1.0784313725490196
1978,20980,44-45,37.0,33.0,4.0,410,297,113,265,0.42641509433962266,0.8918918918918919
1978,21020,44-45,14.0,11.0,3.0,281,170,111,168,0.6607142857142857,0.7857142857142857
1978,21060,44-45,57.0,42.0,15.0,782,276,506,345,1.4666666666666666,0.7368421052631579
1978,21120,44-45,23.0,21.0,2.0,271,133,138,144,0.9583333333333334,0.9130434782608695
1978,21140,44-45,83.0,67.0,16.0,1383,934,449,608,0.7384868421052632,0.8072289156626506
1978,21180,44-45,13.0,10.0,3.0,147,84,63,118,0.5338983050847458,0.7692307692307693
1978,21220,44-45,9.0,16.0,-7.0,151,117,34,106,0.32075471698113206,1.7777777777777777
1978,21260,44-45,20.0,23.0,-3.0,195,150,45,143,0.3146853146853147,1.15
1978,21300,44-45,38.0,47.0,-9.0,661,532,129,376,0.34308510638297873,1.236842105263158
1978,21340,44-45,289.0,218.0,71.0,4958,3596,1362,1259,1.0818109610802225,0.754325259515571
1978,21380,44-45,20.0,19.0,1.0,290,202,88,194,0.4536082474226804,0.95
1978,21420,44-45,46.0,42.0,4.0,641,383,258,328,0.7865853658536586,0.9130434782608695
1978,21460,44-45,38.0,30.0,8.0,424,143,281,214,1.3130841121495327,0.7894736842105263
1978,21500,44-45,136.0,130.0,6.0,2887,1953,934,955,0.9780104712041885,0.9558823529411765
1978,21540,44-45,20.0,21.0,-1.0,284,216,68,197,0.34517766497461927,1.05
1978,21580,44-45,14.0,14.0,0.0,234,131,103,94,1.0957446808510638,1.0
1978,21640,44-45,31.0,23.0,8.0,222,114,108,147,0.7346938775510204,0.7419354838709677
1978,21660,44-45,258.0,144.0,114.0,3591,1317,2274,1118,2.033989266547406,0.5581395348837209
1978,21700,44-45,76.0,58.0,18.0,935,549,386,523,0.7380497131931166,0.7631578947368421
1978,21740,44-45,19.0,12.0,7.0,569,90,479,84,5.7023809523809526,0.631578947368421
1978,21780,44-45,157.0,126.0,31.0,2783,1957,826,896,0.921875,0.802547770700637
1978,21820,44-45,61.0,49.0,12.0,700,733,-33,206,-0.16019417475728157,0.8032786885245902
1978,21860,44-45,33.0,17.0,16.0,515,284,231,193,1.1968911917098446,0.5151515151515151
1978,21900,44-45,26.0,37.0,-11.0,460,529,-69,269,-0.25650557620817843,1.4230769230769231
1978,21980,44-45,20.0,10.0,10.0,123,60,63,78,0.8076923076923077,0.5
1978,22020,44-45,92.0,98.0,-6.0,1738,1072,666,635,1.0488188976377952,1.065217391304348
1978,22060,44-45,27.0,21.0,6.0,522,196,326,210,1.5523809523809524,0.7777777777777778
1978,22100,44-45,27.0,28.0,-1.0,303,229,74,205,0.36097560975609755,1.037037037037037
1978,22140,44-45,53.0,40.0,13.0,1035,404,631,329,1.917933130699088,0.7547169811320755
1978,22180,44-45,145.0,168.0,-23.0,1732,1796,-64,865,-0.07398843930635839,1.1586206896551725
1978,22190,44-45,20.0,19.0,1.0,197,103,94,137,0.6861313868613139,0.95
1978,22220,44-45,159.0,95.0,64.0,1519,1045,474,800,0.5925,0.5974842767295597
1978,22260,44-45,39.0,21.0,18.0,494,189,305,285,1.0701754385964912,0.5384615384615384
1978,22300,44-45,35.0,39.0,-4.0,561,378,183,278,0.658273381294964,1.1142857142857143
1978,22340,44-45,8.0,10.0,-2.0,92,134,-42,96,-0.4375,1.25
1978,22380,44-45,53.0,50.0,3.0,698,870,-172,323,-0.5325077399380805,0.9433962264150944
1978,22420,44-45,181.0,214.0,-33.0,3852,2374,1478,1243,1.1890587288817378,1.1823204419889504
1978,22500,44-45,125.0,125.0,0.0,1454,962,492,836,0.5885167464114832,1.0
